ORF	 "Empirical phi from data in Beyer et al 2003"
YDR358W	0.02160549
YDR359C	0.003390261
YDR361C	0.099347853
YDR362C	0.013721095
YDR363W	0.004197238
YDR364C	0.013379246
YDR365C	0.074328027
YDR366C	0.012264667
YDR367W	0.043104711
YDR368W	0.21026639
YDR369C	0.002805553
YDR370C	0.014532519
YDR371W	0.005711446
YDR372C	0.042998258
YDR373W	0.090181496
YDR374C	0.00294462
YDR375C	0.010517192
YDR376W	0.007953523
YDR377W	0.090748052
YDR378C	0.098527423
YDR379W	0.005107148
YDR380W	0.09465361
YDR381W	0.214362373
YDR382W	5.434485837
YDR383C	0.009165911
YDR384C	0.164415509
YDR385W	3.178377024
YDR386W	0.00368628
YDR387C	0.006106221
YDR388W	0.423198264
YDR389W	0.013266213
YDR390C	0.047924111
YDR391C	0.049322176
YDR392W	0.034569725
YDR393W	0.018600584
YDR394W	0.105635606
YDR395W	0.085961562
YDR397C	0.094181231
YDR398W	0.172833445
YDR399W	0.323102535
YDR400W	0.028025605
YDR402C	0.005142299
YDR403W	0.00179378
YDR404C	0.107912293
YDR405W	0.01695081
YDR406W	0.004977452
YDR407C	0.00804243
YDR408C	0.116806895
YDR409W	0.005234083
YDR410C	0.069208616
YDR411C	0.084666894
YDR412W	0.062492266
YDR414C	0.008733113
YDR415C	0.040074604
YDR416W	0.011321737
YDR418W	1.212666318
YDR419W	0.006077646
YDR420W	0.007812884
YDR421W	0.002736526
YDR422C	0.007028233
YDR423C	0.029889365
YDR424C	0.270323548
YDR425W	0.004789007
YDR427W	0.187212764
YDR428C	0.031719225
YDR429C	0.659842151
YDR430C	0.011466791
YDR432W	0.219187014
YDR434W	0.079935132
YDR435C	0.017014303
YDR436W	0.002696336
YDR437W	0.010757274
YDR438W	0.000746128
YDR439W	0.003675405
YDR440W	0.004163262
YDR441C	0.039624151
YDR443C	0.002334226
YDR444W	0.006829756
YDR446W	0.005580361
YDR447C	2.302514092
YDR448W	0.029435547
YDR449C	0.045316479
YDR450W	2.541126228
YDR451C	0.011967431
YDR452W	0.109899588
YDR453C	0.017960407
YDR454C	0.741240566
YDR456W	0.0293001
YDR457W	0.018973884
YDR458C	0.013469364
YDR459C	0.005465766
YDR460W	0.025589552
YDR461W	0.203067212
YDR462W	0.070517994
YDR463W	0.075220142
YDR464W	0.044020553
YDR465C	0.20235927
YDR466W	0.014233336
YDR468C	0.054446141
YDR469W	0.026023938
YDR470C	0.008933979
YDR471W	1.152100354
YDR472W	0.0549111
YDR473C	0.020704935
YDR475C	0.001980559
YDR476C	0.077115908
YDR477W	0.058477652
YDR478W	0.032945845
YDR479C	0.019645573
YDR480W	0.007137577
YDR481C	0.150499549
YDR482C	0.034918779
YDR483W	0.477476012
YDR484W	0.002339571
YDR485C	0.01382022
YDR486C	0.056599901
YDR487C	0.154026193
YDR488C	0.001380404
YDR489W	0.012553621
YDR490C	0.02627274
YDR492W	0.164391472
YDR493W	0.055194085
YDR494W	0.048721955
YDR495C	0.003062181
YDR496C	0.127496316
YDR497C	0.209038149
YDR498C	0.029609763
YDR499W	0.002098165
YDR500C	4.652284566
YDR501W	0.003328702
YDR502C	0.216983095
YDR503C	0.021515571
YDR504C	0.185366171
YDR505C	0.012368308
YDR506C	0.021271776
YDR507C	0.07608817
YDR508C	0.27279387
YDR510W	0.320850961
YDR511W	0.053784547
YDR512C	0.035101186
YDR513W	0.227969676
YDR514C	0.031905842
YDR515W	0.004558271
YDR516C	0.090924628
YDR517W	0.115942351
YDR518W	0.058616151
YDR519W	0.189262568
YDR520C	0.006943352
YDR522C	0.007364971
YDR523C	0.002808817
YDR524C	0.00683858
YDR527W	0.023275042
YDR528W	0.003499814
YDR529C	0.272484695
YDR530C	0.012027884
YDR531W	0.070966791
YDR532C	0.006766299
YDR533C	0.260940083
YDR534C	0.01477047
YDR536W	0.003411705
YDR538W	0.05275826
YDR539W	0.045988375
YDR540C	0.002486387
YDR541C	0.003601711
YDR542W	0.124243365
YDR545W	0.063198491
YEL001C	0.275527201
YEL002C	0.279550967
YEL003W	0.232324217
YEL004W	0.013832971
YEL005C	0.005879469
YEL006W	0.006661812
YEL007W	0.037776545
YEL009C	0.138504743
YEL011W	0.009673316
YEL012W	0.037027798
YEL013W	0.077667553
YEL015W	0.042846929
YEL016C	0.008862328
YEL017CA	4.507450001
YEL017W	0.033064547
YEL018W	0.049944357
YEL019C	0.006105094
YEL020C	0.015278353
YEL021W	0.029774906
YEL022W	0.016769273
YEL023C	0.002308514
YEL024W	0.086498237
YEL025C	0.001846932
YEL026W	1.202601283
YEL027W	2.816241751
YEL029C	0.008171049
YEL030W	0.003681668
YEL031W	0.163747746
YEL032W	0.062645852
YEL034W	3.209037273
YEL035C	0.003247009
YEL036C	0.319732648
YEL037C	0.188100146
YEL038W	0.123617706
YEL039C	0.032212443
YEL040W	1.11476312
YEL041W	0.004267174
YEL042W	0.166457016
YEL043W	0.019131816
YEL044W	0.158818193
YEL046C	0.465688072
YEL047C	0.146145298
YEL048C	0.003174525
YEL049W	0.031561132
YEL050C	0.06665059
YEL051W	0.197339208
YEL052W	0.032974536
YEL053C	0.006024364
YEL054C	0.783049319
YEL055C	0.053414947
YEL056W	0.127013984
YEL057C	0.025205334
YEL058W	0.387150689
YEL059CA	0.099900464
YEL060C	0.106078839
YEL061C	0.001116663
YEL062W	0.00363335
YEL063C	0.015927053
YEL064C	0.007633028
YEL065W	0.159399991
YEL066W	0.096827068
YEL069C	0.001575104
YEL070W	0.005654782
YEL071W	0.218880781
YEL072W	0.001505019
YEL073C	0.002244304
YEL075C	0.00915921
YEL076C	0.005503169
YEL076CA	0.002036493
YEL077C	0.016775651
YER001W	0.126173855
YER002W	0.203294487
YER003C	0.235646257
YER004W	0.190542202
YER005W	0.030023143
YER006W	0.235252679
YER007CA	0.29383283
YER007W	0.007698411
YER008C	0.028831799
YER009W	0.499774207
YER010C	0.031635692
YER011W	1.170467389
YER012W	0.36349356
YER013W	0.004006671
YER014W	0.028621243
YER015W	0.005251882
YER016W	0.061737199
YER017C	0.054707179
YER018C	0.008176032
YER019CA	0.428437535
YER019W	0.097972867
YER020W	0.058061849
YER021W	0.180019782
YER022W	0.045834466
YER023W	0.457569945
YER024W	0.010608659
YER025W	0.483861432
YER026C	0.160812373
YER027C	0.061209951
YER028C	0.015680883
YER029C	0.070691413
YER030W	0.243512237
YER031C	0.140577425
YER032W	0.009418876
YER033C	0.002986429
YER034W	0.028924555
YER035W	0.251342558
YER036C	0.425547247
YER037W	0.032343672
YER038C	0.002559996
YER039C	0.003189248
YER040W	0.006145404
YER041W	0.004638571
YER042W	0.238869568
YER043C	1.086571837
YER044C	0.184632055
YER044CA	0.004540063
YER045C	0.012106804
YER046W	0.038352504
YER047C	0.005116658
YER048C	0.149939251
YER049W	0.212418938
YER050C	0.098127963
YER051W	0.006004966
YER052C	0.187537001
YER053C	0.03341197
YER054C	0.002676085
YER055C	0.632964683
YER056C	0.401880718
YER056CA	1.276328107
YER057C	0.413127822
YER058W	0.10270365
YER059W	0.021885747
YER060W	0.013929589
YER060WA	0.009142728
YER061C	0.021163915
YER062C	0.226336212
YER063W	0.073887865
YER064C	0.089950452
YER065C	0.000645754
YER066W	0.029617336
YER067W	0.017676089
YER068W	0.010071039
YER069W	0.036488926
YER070W	0.080790473
YER071C	0.040901667
YER072W	0.648390396
YER073W	0.122227055
YER074W	1.083116036
YER075C	0.004902109
YER076C	0.015004681
YER077C	0.015386156
YER078C	0.015131945
YER079W	0.03057984
YER080W	0.073071034
YER081W	0.037032084
YER082C	0.062808964
YER083C	0.187793413
YER085C	0.005642241
YER086W	0.145425003
YER087W	0.029417512
YER088C	0.084334676
YER089C	0.110484238
YER090W	0.130933335
YER091C	0.30078392
YER092W	0.040909263
YER093C	0.006850472
YER093CA	0.092366351
YER094C	0.576682476
YER095W	0.129903693
YER096W	0.003542221
YER098W	0.001540835
YER099C	0.103422315
YER100W	0.126551863
YER101C	0.008751332
YER102W	6.545572829
YER103W	0.068742045
YER104W	0.006270453
YER105C	0.036922295
YER106W	0.004259119
YER107C	0.112996452
YER110C	0.139451576
YER111C	0.005851366
YER112W	0.166179012
YER113C	0.015150551
YER114C	0.015680053
YER115C	0.013983031
YER116C	0.002887989
YER117W	7.779616191
YER118C	0.06961619
YER119C	0.022368195
YER120W	0.466116354
YER122C	0.119131142
YER123W	0.013994696
YER124C	0.035088907
YER125W	0.043044996
YER126C	0.248138631
YER127W	0.089577762
YER128W	0.015658469
YER129W	0.002941204
YER130C	0.021262695
YER131W	0.606335645
YER132C	0.011096372
YER133W	0.184166039
YER134C	0.069048519
YER136W	0.278466816
YER137C	0.04909087
YER138C	0.105689369
YER139C	0.004715441
YER140W	0.015654973
YER141W	0.222799259
YER142C	0.009522247
YER143W	0.046916939
YER144C	0.007787026
YER145C	0.462762067
YER146W	0.22874218
YER147C	0.023368733
YER148W	0.193399283
YER149C	0.022103731
YER150W	0.063718882
YER151C	0.040653363
YER152C	0.054154081
YER153C	0.006488959
YER154W	0.128359748
YER155C	0.021480527
YER156C	0.183700908
YER157W	0.011391427
YER158C	0.011641916
YER159C	0.086470157
YER160C	0.130606372
YER161C	0.014561811
YER162C	0.004975955
YER163C	0.06596221
YER164W	0.019241014
YER165W	0.331767009
YER166W	0.013131625
YER167W	0.012710148
YER168C	0.032020902
YER169W	0.012176886
YER170W	0.014461432
YER171W	0.01781104
YER172C	0.003639797
YER173W	0.004794415
YER174C	0.08257383
YER175C	0.009020527
YER176W	0.020824749
YER177W	2.512563865
YER178W	0.547608653
YER179W	0.005928885
YER180C	0.002810164
YER182W	0.040028331
YER183C	0.058675829
YER184C	0.002000328
YER185W	0.005824136
YER186C	0.005406063
YER187W	0.00637759
YER189W	0.015776239
YER190W	0.014841452
YFL001W	0.026480824
YFL002C	0.100182062
YFL003C	0.003202763
YFL004W	0.101588821
YFL005W	0.129929749
YFL007W	0.025698239
YFL008W	0.00993566
YFL009W	0.023530853
YFL010C	0.378691676
YFL011W	0.002484795
YFL012W	0.00435303
YFL013C	0.019548343
YFL014W	0.126482323
YFL016C	0.080106422
YFL017C	0.092919482
YFL017WA	0.246795116
YFL018C	0.368873011
YFL020C	0.051917267
YFL021W	0.028034215
YFL022C	0.393549281
YFL023W	0.035430358
YFL024C	0.006863544
YFL025C	0.00645148
YFL026W	0.086551137
YFL027C	0.015232468
YFL028C	0.127678373
YFL029C	0.02124871
YFL030W	0.006571185
YFL031W	0.051005242
YFL033C	0.010163455
YFL034CA	0.09215288
YFL034W	0.004962234
YFL036W	0.01744094
YFL037W	0.377467051
YFL038C	1.073773139
YFL039C	2.196258783
YFL040W	0.001676765
YFL041W	0.044011323
YFL042C	0.009417407
YFL044C	0.039988972
YFL045C	1.248035714
YFL046W	0.027770013
YFL047W	0.033562876
YFL048C	0.101214423
YFL049W	0.013626551
YFL050C	0.000935105
YFL051C	0.009141476
YFL052W	0.002020974
YFL053W	0.00236726
YFL054C	0.007123645
YFL055W	0.011230211
YFL056C	0.00171893
YFL057C	0.179867241
YFL058W	0.007973946
YFL059W	0.01542708
YFL060C	0.004106825
YFL061W	0.003734433
YFL062W	0.231112956
YFL064C	0.007862651
YFL065C	0.011073723
YFL066C	0.010323977
YFL067W	0.003701348
YFL068W	0.008832986
YFR001W	0.104852303
YFR002W	0.030898989
YFR003C	0.075403955
YFR004W	0.412540127
YFR005C	0.016852758
YFR006W	0.180837676
YFR007W	0.020004307
YFR008W	0.006522253
YFR009W	0.152122824
YFR010W	0.134744434
YFR011C	0.067450207
YFR012W	0.007800707
YFR013W	0.016729552
YFR014C	0.01130417
YFR015C	0.004561479
YFR016C	0.018648302
YFR017C	0.010171872
YFR018C	0.041533181
YFR019W	0.0006267
YFR021W	0.01308657
YFR022W	0.002932054
YFR023W	0.004108452
YFR024CA	0.161792428
YFR025C	0.025017241
YFR026C	0.009861162
YFR027W	0.005188368
YFR028C	0.067405007
YFR029W	0.008297651
YFR030W	0.022551489
YFR031C	0.021357826
YFR031CA	7.97096322
YFR032C	0.001017722
YFR033C	0.461620524
YFR034C	0.020586148
YFR035C	0.011184508
YFR036W	0.060184604
YFR037C	0.069221871
YFR038W	0.004565854
YFR039C	0.02918533
YFR040W	0.004060237
YFR041C	0.06033233
YFR042W	0.038583623
YFR043C	0.032887005
YFR044C	0.808093731
YFR045W	0.013880721
YFR046C	0.008957296
YFR047C	0.118579912
YFR048W	0.011147381
YFR049W	0.127765576
YFR050C	0.311424364
YFR051C	0.216795561
YFR052W	0.106225529
YFR053C	0.364513167
YFR055W	0.025418643
YFR057W	0.007187645
YGL001C	0.229766234
YGL002W	0.03288384
YGL003C	0.007103971
YGL004C	0.036090278
YGL005C	0.011371496
YGL006W	0.025380628
YGL008C	5.539380643
YGL009C	0.344461205
YGL010W	0.008671344
YGL011C	0.212103848
YGL012W	0.841604175
YGL013C	0.015858831
YGL014W	0.010260797
YGL015C	0.015566791
YGL016W	0.029473804
YGL017W	0.015770884
YGL018C	0.010856948
YGL019W	0.144759793
YGL020C	0.18717981
YGL021W	0.014446041
YGL022W	0.193670343
YGL023C	0.035438715
YGL025C	0.01423569
YGL026C	0.559686195
YGL027C	0.066116036
YGL028C	0.051836879
YGL029W	0.23260131
YGL030W	3.485355574
YGL031C	5.96891824
YGL032C	0.070290435
YGL033W	0.032328748
YGL035C	0.024053516
YGL036W	0.014221684
YGL037C	0.576545671
YGL038C	0.034880025
YGL039W	0.057432091
YGL040C	0.234126861
YGL043W	0.048967698
YGL044C	0.06575323
YGL045W	0.007256393
YGL047W	0.038156708
YGL048C	0.352061626
YGL049C	0.019986141
YGL050W	0.034783651
YGL051W	0.007267705
YGL053W	0.006030569
YGL054C	0.142567851
YGL055W	0.564702749
YGL056C	0.038355915
YGL057C	0.014154138
YGL058W	0.148614122
YGL059W	0.002872788
YGL060W	0.02291675
YGL061C	0.015014983
YGL062W	0.067836028
YGL063W	0.001778229
YGL064C	0.004933327
YGL065C	0.022272854
YGL066W	0.008657669
YGL067W	0.033448687
YGL068W	0.184552927
YGL070C	0.154723792
YGL071W	0.015619812
YGL073W	0.010612011
YGL075C	0.001836466
YGL076C	3.122711318
YGL077C	0.191558916
YGL078C	0.468608835
YGL079W	0.031940359
YGL080W	0.141255548
YGL081W	0.007746292
YGL082W	0.067374772
YGL083W	0.011512322
YGL084C	0.060581649
YGL085W	0.011680386
YGL086W	0.013821084
YGL087C	0.175942746
YGL089C	0.024925424
YGL090W	0.003284653
YGL091C	0.087113619
YGL092W	0.042037253
YGL093W	0.015056283
YGL094C	0.00944448
YGL095C	0.018242656
YGL096W	0.00665337
YGL097W	0.159283906
YGL098W	0.006517723
YGL099W	0.11287234
YGL100W	0.068817971
YGL101W	0.064124923
YGL103W	5.190774175
YGL104C	0.019251403
YGL105W	0.637857933
YGL106W	0.374219795
YGL107C	0.024663091
YGL108C	0.023299771
YGL110C	0.005613936
YGL111W	0.062953626
YGL112C	0.070389446
YGL113W	0.020503053
YGL114W	0.062295706
YGL115W	0.099212387
YGL116W	0.010171629
YGL117W	0.025171534
YGL119W	0.028979887
YGL120C	0.177290558
YGL121C	0.018981176
YGL122C	0.176480109
YGL123W	4.53095794
YGL124C	0.005194078
YGL125W	0.01249477
YGL126W	0.178796416
YGL127C	0.078261116
YGL128C	0.015336124
YGL129C	0.019766298
YGL130W	0.080249702
YGL131C	0.002956032
YGL133W	0.00566364
YGL134W	0.002558711
YGL135W	4.938410108
YGL136C	0.025125847
YGL137W	0.189721839
YGL138C	0.003546128
YGL139W	0.035486177
YGL140C	0.01382192
YGL141W	0.008176899
YGL142C	0.011693978
YGL143C	0.012539628
YGL144C	0.002518657
YGL145W	0.008139303
YGL146C	0.00153712
YGL147C	1.674632263
YGL148W	0.833175369
YGL150C	0.005000777
YGL151W	0.017152164
YGL153W	0.035636727
YGL154C	0.015306724
YGL155W	0.019697502
YGL156W	0.004292828
YGL157W	0.129306471
YGL158W	0.00774699
YGL159W	0.028264709
YGL160W	0.016794669
YGL161C	0.198535592
YGL162W	0.008367048
YGL163C	0.006260378
YGL164C	0.031011267
YGL166W	0.049316045
YGL167C	0.046552104
YGL168W	0.101841718
YGL169W	0.010134937
YGL170C	0.003615208
YGL171W	0.111718287
YGL172W	0.137067742
YGL173C	0.072718964
YGL174W	0.022393159
YGL175C	0.00076662
YGL176C	0.001183548
YGL178W	0.02769741
YGL179C	0.016191169
YGL180W	0.001262226
YGL181W	0.110601586
YGL183C	0.008862294
YGL184C	0.00506758
YGL185C	0.023814153
YGL186C	0.189465137
YGL187C	0.123466257
YGL189C	5.058433564
YGL190C	0.016506031
YGL191W	0.29140396
YGL192W	0.000418929
YGL194C	0.006763307
YGL195W	0.058327069
YGL196W	0.059703899
YGL197W	0.00302411
YGL198W	0.170313749
YGL200C	0.436588829
YGL201C	0.015982636
YGL202W	0.625341529
YGL203C	0.063287161
YGL205W	0.001510167
YGL206C	0.059066285
YGL207W	0.088158412
YGL208W	0.014423319
YGL209W	0.055856784
YGL210W	0.07807164
YGL211W	0.029500294
YGL212W	0.004750464
YGL213C	0.062619515
YGL215W	0.012636819
YGL216W	0.011090863
YGL219C	0.033380045
YGL220W	0.310711673
YGL221C	0.266349929
YGL222C	0.005366067
YGL223C	0.016789467
YGL224C	0.03807558
YGL225W	0.822715646
YGL226CA	0.239057201
YGL226W	0.036962477
YGL227W	0.002301419
YGL228W	0.146330147
YGL229C	0.004450322
YGL230C	0.008951835
YGL231C	0.239278687
YGL232W	0.049083858
YGL233W	0.020467874
YGL234W	0.184912871
YGL235W	0.007213876
YGL236C	0.012616068
YGL237C	0.024520022
YGL238W	0.050343434
YGL240W	0.007713067
YGL241W	0.017407989
YGL242C	0.152319781
YGL243W	0.016356209
YGL244W	0.066337725
YGL245W	0.715030325
YGL246C	0.01748141
YGL247W	0.036766774
YGL248W	0.036585885
YGL249W	0.000912003
YGL250W	0.00954387
YGL251C	0.003165168
YGL252C	0.069869136
YGL253W	2.109855088
YGL254W	0.006177397
YGL255W	0.103841986
YGL257C	0.008092709
YGL258W	0.002071364
YGL259W	0.002470673
YGL260W	0.01483115
YGL261C	0.177072692
YGL262W	0.003878964
YGL263W	0.003323408
YGR001C	0.062142497
YGR002C	0.019547402
YGR003W	0.007616132
YGR004W	0.019748233
YGR005C	0.074305024
YGR006W	0.005836328
YGR007W	0.13841481
YGR008C	0.156611509
YGR009C	0.054622496
YGR010W	0.016280454
YGR012W	0.028899555
YGR013W	0.012262596
YGR014W	0.034443663
YGR015C	0.003920941
YGR016W	0.003124119
YGR017W	0.0400432
YGR019W	0.086260534
YGR020C	0.244921682
YGR021W	0.024636979
YGR023W	0.002718096
YGR024C	0.054513264
YGR026W	0.138929222
YGR027C	0.760948982
YGR028W	0.032088893
YGR029W	0.009166105
YGR030C	0.063017206
YGR031W	0.038380447
YGR032W	0.01755956
YGR033C	0.041518495
YGR034W	3.960816892
YGR035C	0.038049818
YGR036C	0.023578611
YGR037C	0.903915625
YGR038W	0.099511338
YGR040W	0.009277357
YGR041W	0.008801956
YGR042W	0.019751809
YGR043C	0.008902825
YGR044C	0.077779035
YGR046W	0.011321672
YGR047C	0.027019427
YGR048W	0.031986964
YGR049W	0.059999509
YGR052W	0.008036793
YGR053C	0.003044737
YGR054W	0.133584994
YGR055W	0.290896256
YGR056W	0.004549436
YGR057C	0.018172464
YGR058W	0.009058567
YGR059W	0.001925283
YGR060W	2.068666267
YGR061C	0.273394519
YGR062C	0.010359505
YGR063C	0.192690318
YGR065C	0.026085558
YGR066C	0.005539133
YGR067C	0.011834746
YGR068C	0.002423391
YGR070W	0.003495378
YGR071C	0.00837837
YGR072W	0.007943203
YGR074W	0.0578113
YGR075C	0.018124205
YGR076C	0.070313116
YGR077C	0.033976088
YGR078C	0.138880749
YGR079W	0.083149158
YGR080W	0.055074188
YGR081C	0.065825992
YGR082W	0.288171515
YGR083C	0.064456007
YGR084C	0.050872282
YGR085C	11.67501984
YGR086C	0.329756718
YGR087C	0.022960013
YGR088W	0.006620599
YGR089W	0.005804089
YGR090W	0.064284849
YGR091W	0.0042508
YGR092W	0.00756604
YGR093W	0.026157203
YGR094W	0.328695303
YGR095C	0.233870714
YGR096W	0.007466969
YGR097W	0.032784899
YGR098C	0.012115375
YGR099W	0.007400273
YGR100W	0.013122916
YGR101W	0.049032733
YGR102C	0.036280788
YGR103W	0.20415291
YGR104C	0.021434494
YGR105W	0.200811363
YGR106C	0.425203902
YGR108W	0.022182314
YGR109C	0.007982049
YGR110W	0.007750452
YGR111W	0.02042714
YGR112W	0.003075295
YGR113W	0.009874849
YGR116W	0.023368034
YGR117C	0.026043735
YGR118W	9.706372644
YGR119C	0.051890904
YGR120C	0.022596949
YGR121C	0.017540185
YGR122W	0.005659597
YGR123C	0.047807763
YGR124W	0.638443379
YGR125W	0.041866022
YGR126W	0.001347854
YGR127W	0.010749944
YGR128C	0.110912803
YGR129W	0.021967603
YGR130C	0.013641194
YGR131W	0.018236945
YGR132C	0.121472201
YGR133W	0.00892206
YGR134W	0.004105624
YGR135W	0.366229239
YGR136W	0.129429128
YGR138C	0.022953179
YGR140W	0.007146517
YGR141W	0.055282286
YGR142W	0.016803281
YGR143W	0.021912714
YGR144W	0.018551186
YGR145W	0.075364351
YGR146C	0.02237867
YGR147C	0.081920756
YGR148C	5.147226008
YGR149W	0.030233066
YGR150C	0.002474163
YGR152C	0.034825744
YGR153W	0.005688735
YGR154C	0.00323174
YGR155W	0.901321681
YGR156W	0.010675661
YGR157W	0.174834392
YGR158C	0.063534267
YGR159C	0.667610749
YGR161C	0.048706044
YGR162W	0.119930699
YGR163W	0.018392618
YGR165W	0.043805654
YGR166W	0.010572916
YGR167W	0.132608325
YGR168C	0.006023871
YGR169C	0.010832518
YGR170W	0.003826928
YGR171C	0.01654977
YGR172C	0.130067612
YGR173W	0.109422149
YGR174C	0.049709207
YGR175C	0.531896247
YGR177C	0.025120211
YGR178C	0.137684517
YGR179C	0.010390661
YGR180C	0.723812499
YGR181W	0.300275569
YGR183C	0.161034819
YGR184C	0.013527752
YGR185C	0.378541942
YGR186W	0.048524906
YGR187C	0.153293049
YGR188C	0.001858403
YGR189C	0.538168576
YGR191W	0.354726739
YGR192C	8.8001467
YGR193C	0.079788008
YGR194C	0.02126519
YGR195W	0.220424872
YGR196C	0.007220817
YGR197C	0.010505773
YGR198W	0.016709343
YGR199W	0.08603172
YGR200C	0.094162548
YGR201C	0.002962925
YGR202C	0.015686884
YGR203W	0.018634402
YGR204W	0.323970458
YGR205W	0.00545098
YGR206W	0.036926791
YGR207C	0.052144162
YGR208W	0.096000004
YGR209C	1.043251149
YGR210C	0.163935082
YGR211W	0.153802896
YGR212W	0.001697431
YGR213C	0.003823682
YGR214W	1.558963469
YGR215W	0.043817009
YGR216C	0.0131309
YGR217W	0.008626161
YGR218W	0.030222983
YGR220C	0.108935862
YGR221C	0.001058158
YGR222W	0.011715636
YGR223C	0.017997645
YGR224W	0.002490063
YGR225W	0.002525254
YGR227W	0.049156558
YGR229C	0.213186036
YGR230W	0.026439105
YGR231C	0.138304374
YGR232W	0.1182821
YGR233C	0.045990542
YGR234W	0.899423965
YGR235C	0.189628435
YGR236C	0.008929628
YGR237C	0.018037664
YGR238C	0.002860356
YGR239C	0.004780243
YGR240C	0.643676016
YGR241C	0.048999376
YGR243W	0.021091883
YGR244C	0.124950769
YGR245C	0.069679091
YGR246C	0.048716586
YGR247W	0.043945448
YGR248W	0.03340424
YGR249W	0.001984697
YGR250C	0.027021363
YGR251W	0.038627804
YGR252W	0.027144588
YGR253C	0.273912638
YGR254W	2.555572129
YGR255C	0.03276638
YGR256W	0.018489466
YGR257C	0.013678167
YGR258C	0.009616906
YGR260W	0.114880869
YGR261C	0.034253857
YGR262C	0.066948513
YGR263C	0.045868125
YGR264C	0.223679754
YGR266W	0.057048689
YGR267C	0.127273599
YGR268C	0.04260064
YGR270W	0.040095502
YGR271W	0.003817173
YGR272C	0.106099963
YGR273C	0.001949418
YGR274C	0.010594835
YGR275W	0.100450071
YGR276C	0.073727501
YGR277C	0.133643595
YGR278W	0.010607608
YGR279C	1.344916907
YGR280C	0.140048305
YGR281W	0.04297819
YGR282C	1.497713949
YGR283C	0.041241553
YGR284C	0.206488302
YGR285C	1.341162893
YGR286C	0.038504411
YGR287C	0.00127556
YGR288W	0.00227619
YGR289C	0.004387047
YGR292W	0.004437299
YGR294W	0.087676903
YGR295C	0.315059542
YGR296W	0.032521225
YHL001W	1.861054107
YHL002W	0.020967473
YHL003C	0.151021426
YHL004W	0.032573369
YHL006C	0.009359128
YHL007C	0.016806909
YHL008C	0.011011125
YHL009C	0.009576355
YHL010C	0.006448489
YHL011C	0.184297269
YHL012W	0.000865851
YHL013C	0.073400673
YHL014C	0.001087578
YHL015W	2.080981761
YHL016C	0.004377632
YHL017W	0.049015671
YHL018W	0.001766851
YHL019C	0.012800948
YHL020C	0.10365408
YHL021C	0.03673555
YHL022C	0.003711342
YHL023C	0.006604845
YHL024W	0.003476884
YHL025W	0.061873099
YHL026C	0.020241449
YHL027W	0.055398911
YHL028W	0.006737373
YHL029C	0.015711077
YHL030W	0.023893499
YHL031C	0.088923198
YHL032C	0.005063526
YHL033C	2.066084256
YHL034C	0.787261666
YHL035C	0.008817109
YHL036W	0.0076351
YHL038C	0.01999068
YHL039W	0.044785167
YHL040C	0.052703968
YHL042W	0.004684511
YHL043W	0.001819297
YHL044W	0.007052057
YHL046C	0.068111875
YHL047C	0.025506869
YHL048W	0.056432605
YHL049C	0.006751912
YHL050C	0.007853269
YHR001W	0.084059541
YHR001WA	0.122853409
YHR002W	0.00456687
YHR003C	0.055411566
YHR004C	0.00295046
YHR005C	0.171057175
YHR005CA	0.175319081
YHR006W	0.006381816
YHR007C	1.355014205
YHR008C	0.221386181
YHR009C	0.026784103
YHR010W	5.221964226
YHR011W	0.008826184
YHR012W	0.066913006
YHR013C	0.112255424
YHR014W	0.004923627
YHR015W	0.003394129
YHR016C	0.028660567
YHR017W	0.02565508
YHR018C	0.375117809
YHR019C	0.485465613
YHR020W	0.554884374
YHR021C	6.193302263
YHR021WA	0.003246347
YHR022C	0.002474527
YHR023W	0.002711751
YHR024C	0.077853269
YHR025W	0.746276306
YHR026W	0.699985407
YHR027C	0.302517355
YHR028C	0.081805883
YHR029C	0.069128063
YHR030C	0.063557748
YHR031C	0.005792646
YHR032W	0.077820198
YHR033W	0.013180692
YHR034C	0.022093564
YHR035W	0.003744056
YHR036W	0.00680881
YHR037W	0.098091195
YHR038W	0.029578684
YHR039C	0.11452435
YHR040W	0.043439353
YHR041C	0.060659837
YHR042W	0.243446008
YHR043C	0.025427379
YHR044C	0.004251415
YHR045W	0.088800823
YHR046C	0.025863212
YHR047C	0.149384163
YHR048W	0.00135834
YHR049W	0.290755909
YHR050W	0.076169008
YHR051W	0.168899121
YHR052W	0.147996347
YHR053C	6.496873572
YHR054C	0.028197824
YHR055C	7.850160214
YHR056C	0.019347055
YHR057C	0.227172421
YHR058C	0.041231951
YHR059W	0.032100489
YHR060W	0.061243912
YHR061C	0.007920163
YHR062C	0.042611807
YHR063C	0.155272873
YHR064C	0.845027258
YHR065C	0.08331168
YHR066W	0.044107889
YHR067W	0.007477664
YHR068W	0.572006652
YHR069C	0.108423708
YHR070W	0.135659137
YHR071W	0.018219747
YHR072W	0.079046971
YHR073W	0.009335267
YHR074W	0.066665105
YHR075C	0.009363491
YHR076W	0.055352202
YHR077C	0.016820109
YHR078W	0.011808072
YHR079C	0.002687761
YHR079CA	0.005906439
YHR080C	0.019114503
YHR081W	0.090793443
YHR082C	0.013689718
YHR083W	0.036381308
YHR084W	0.020880942
YHR085W	0.068992609
YHR086W	0.023490385
YHR087W	0.05582737
