ORF	 "Empirical phi from data in Beyer et al 2003"
YLR153C	0.453425014
YLR154C	0.421921732
YLR155C	0.004176199
YLR156W	0.030666893
YLR157C	0.005707952
YLR158C	0.002326238
YLR159W	0.043157365
YLR160C	0.002575122
YLR161W	0.029468281
YLR162W	0.000992507
YLR163C	0.019890252
YLR164W	0.004115131
YLR165C	0.012137136
YLR166C	0.006075333
YLR167W	4.887781037
YLR168C	0.043356056
YLR170C	0.070315875
YLR172C	0.343035492
YLR173W	0.003413592
YLR174W	0.00380006
YLR175W	0.520479621
YLR176C	0.002055896
YLR177W	0.016617254
YLR178C	0.130629312
YLR179C	0.374820957
YLR180W	0.667565841
YLR181C	0.039665092
YLR182W	0.010533399
YLR183C	0.021410971
YLR185W	2.989518583
YLR186W	0.290902723
YLR187W	0.003459687
YLR188W	0.059372397
YLR189C	0.018017268
YLR190W	0.010432598
YLR191W	0.025628478
YLR192C	0.278718505
YLR193C	0.043909813
YLR194C	0.182984352
YLR195C	0.107107094
YLR196W	0.341435033
YLR197W	0.35177557
YLR199C	0.07883152
YLR200W	0.069694592
YLR201C	0.043610997
YLR203C	0.082941411
YLR204W	0.159102616
YLR205C	0.125531043
YLR206W	0.064518418
YLR207W	0.005685352
YLR208W	0.466965089
YLR209C	0.073797681
YLR210W	0.012020694
YLR211C	0.019775114
YLR212C	0.014774858
YLR213C	0.009165953
YLR214W	0.122405069
YLR215C	0.029825252
YLR216C	0.450636696
YLR218C	0.11913523
YLR219W	0.026079568
YLR220W	0.056969677
YLR221C	0.07238154
YLR222C	0.120685478
YLR223C	0.020389743
YLR224W	0.010640527
YLR225C	0.061392399
YLR226W	0.018593013
YLR227C	0.003182553
YLR228C	0.007352654
YLR229C	0.397939894
YLR231C	0.056620942
YLR233C	0.003583978
YLR234W	0.001874121
YLR237W	0.03018588
YLR238W	0.008587641
YLR239C	0.018105537
YLR240W	0.010587997
YLR241W	0.041313452
YLR242C	0.007928646
YLR243W	0.145230312
YLR244C	0.28438108
YLR245C	0.006737229
YLR246W	0.006710838
YLR247C	0.009832967
YLR248W	0.148476259
YLR249W	2.483039443
YLR250W	0.073230742
YLR251W	0.02073739
YLR253W	0.012475677
YLR254C	0.026365696
YLR256W	0.025549215
YLR257W	0.126741287
YLR258W	0.041384816
YLR259C	1.718071981
YLR260W	0.022394148
YLR262C	0.063664778
YLR263W	0.004685249
YLR264W	0.494622153
YLR265C	0.006342884
YLR266C	0.002590986
YLR267W	0.001066622
YLR268W	0.068897799
YLR270W	0.073887524
YLR271W	0.013351734
YLR272C	0.008019426
YLR273C	0.003218027
YLR274W	0.0126705
YLR275W	0.082588654
YLR276C	0.095634644
YLR277C	0.014799576
YLR278C	0.002680947
YLR281C	0.01447962
YLR283W	0.033749273
YLR284C	0.010848171
YLR285W	0.205732823
YLR286C	0.850425631
YLR287C	0.022656245
YLR287CA	3.138465376
YLR288C	0.010615696
YLR289W	0.011319914
YLR290C	0.027537921
YLR291C	0.130578242
YLR292C	0.116852343
YLR293C	1.285227368
YLR295C	0.309828368
YLR297W	0.025386761
YLR298C	0.046237535
YLR299W	0.067657763
YLR300W	2.123469944
YLR301W	0.136751447
YLR303W	0.142919999
YLR304C	0.28560199
YLR305C	0.017740051
YLR306W	0.018929863
YLR307W	0.008476971
YLR308W	0.007301971
YLR309C	0.052897073
YLR310C	0.020929706
YLR312C	0.0036493
YLR312WA	0.011538386
YLR313C	0.001866023
YLR314C	0.039576835
YLR315W	0.002487321
YLR316C	0.054852237
YLR318W	0.000435453
YLR319C	0.008093844
YLR320W	0.003099435
YLR321C	0.030742493
YLR323C	0.015380834
YLR324W	0.01829755
YLR325C	1.447759588
YLR326W	0.031728347
YLR327C	0.019329
YLR328W	0.028360327
YLR329W	0.006033341
YLR330W	0.093980866
YLR332W	0.03459792
YLR333C	1.369778053
YLR335W	0.08387762
YLR336C	0.024932357
YLR340W	4.073368444
YLR341W	0.005738095
YLR342W	0.163588015
YLR343W	0.002699467
YLR344W	0.423318422
YLR345W	0.010134513
YLR346C	0.044326364
YLR347C	0.06056273
YLR348C	0.063593577
YLR350W	0.399590068
YLR351C	0.144985407
YLR352W	0.005545958
YLR353W	0.005684554
YLR354C	0.479804056
YLR355C	1.747285214
YLR356W	0.043513211
YLR357W	0.01437752
YLR359W	0.50951001
YLR360W	0.005090759
YLR361C	0.014661383
YLR362W	0.017437871
YLR363C	0.010676416
YLR364W	0.12675619
YLR367W	0.540689428
YLR368W	0.009733364
YLR369W	0.004440918
YLR370C	0.175483935
YLR371W	0.007462381
YLR372W	0.927711429
YLR373C	0.01413104
YLR375W	0.036546009
YLR376C	0.00907201
YLR377C	0.014637552
YLR378C	0.399010188
YLR380W	0.198874117
YLR381W	0.004468668
YLR382C	0.005722856
YLR383W	0.011391205
YLR384C	0.05316599
YLR385C	0.005169438
YLR386W	0.006269845
YLR387C	0.070550161
YLR388W	8.842106407
YLR389C	0.033801834
YLR390W	0.117925815
YLR392C	0.002992085
YLR393W	0.001387351
YLR394W	0.002904846
YLR395C	0.266585863
YLR396C	0.017476959
YLR397C	0.056391063
YLR398C	0.044937223
YLR399C	0.022434505
YLR401C	0.086032617
YLR403W	0.012987784
YLR404W	0.009519369
YLR405W	0.048764437
YLR406C	1.42170809
YLR407W	0.030718887
YLR408C	0.023072966
YLR409C	0.040024848
YLR410W	0.031727183
YLR411W	0.018269423
YLR412W	0.050238394
YLR413W	0.257746042
YLR414C	0.243004985
YLR415C	0.003383429
YLR417W	0.010688654
YLR418C	0.061542669
YLR419W	0.007828797
YLR420W	0.282467211
YLR421C	0.286466871
YLR422W	0.004692144
YLR423C	0.005659269
YLR424W	0.003181995
YLR425W	0.003893063
YLR426W	0.011372907
YLR427W	0.020548687
YLR429W	0.130509503
YLR430W	0.016056081
YLR431C	0.005878978
YLR432W	0.350634336
YLR433C	0.020583363
YLR435W	0.100876945
YLR436C	0.005128237
YLR437C	0.087164761
YLR438W	0.202879941
YLR439W	0.067260117
YLR440C	0.028309775
YLR441C	1.689087859
YLR442C	0.010728849
YLR443W	0.018180855
YLR445W	0.011972594
YLR446W	0.00086123
YLR447C	0.331757135
YLR448W	1.934938396
YLR449W	0.311776371
YLR450W	0.031032219
YLR451W	0.006653036
YLR452C	0.031873123
YLR453C	0.004037371
YLR454W	0.02013232
YLR455W	0.00614843
YLR456W	0.008947722
YLR457C	0.005253792
YLR459W	0.096607501
YLR460C	0.012053223
YLR461W	0.096794079
YLR462W	0.002779227
YLR464W	0.00281073
YLR466W	0.032746249
YLR467W	0.007832578
YML001W	0.263601598
YML002W	0.001497239
YML003W	0.003229207
YML004C	0.208840989
YML005W	0.02339387
YML006C	0.031117358
YML007W	0.028732994
YML008C	0.608774432
YML009C	0.445280491
YML010W	0.096889666
YML011C	0.034841353
YML012W	0.674739738
YML013W	0.014157823
YML014W	0.054607902
YML015C	0.015356117
YML016C	0.011408549
YML017W	0.010473313
YML018C	0.04593353
YML019W	0.043177835
YML020W	0.009612676
YML021C	0.030545663
YML022W	0.487836549
YML023C	0.009977461
YML024W	3.335604097
YML025C	0.048932754
YML026C	3.744611065
YML027W	0.041238364
YML028W	4.876488458
YML029W	0.023515348
YML030W	0.111162106
YML031W	0.068269943
YML032C	0.024590898
YML034W	0.002427965
YML035C	0.098424827
YML036W	0.05981165
YML037C	0.004488204
YML038C	0.023553338
YML039W	0.089575575
YML040W	0.126849738
YML041C	0.013021906
YML042W	0.006437198
YML043C	0.003795473
YML045W	0.117216865
YML046W	0.021471079
YML047C	0.007713115
YML048W	0.12941112
YML049C	0.004845375
YML050W	0.005883894
YML051W	0.015455072
YML052W	0.593452192
YML053C	0.087231854
YML054C	0.004028878
YML055W	0.122497023
YML056C	0.4476821
YML057W	0.029147092
YML058W	0.682013195
YML059C	0.012951399
YML060W	0.026929213
YML061C	0.011072833
YML062C	0.012857007
YML063W	0.510319424
YML064C	0.036105835
YML065W	0.009619554
YML066C	0.005457441
YML067C	0.340452584
YML068W	0.00739527
YML069W	0.144276536
YML070W	0.1748445
YML071C	0.019659504
YML072C	0.110862802
YML073C	0.959198071
YML074C	0.502899423
YML075C	0.098245267
YML076C	0.009593982
YML077W	0.103960149
YML078W	0.440175843
YML079W	0.055523458
YML080W	0.111830011
YML081W	0.010449133
YML082W	0.01604145
YML083C	0.004512159
YML085C	0.322755601
YML086C	0.28770234
YML087C	0.003695283
YML088W	0.021658799
YML091C	0.012300566
YML092C	0.55728922
YML093W	0.074212778
YML094W	0.141045121
YML095C	0.005586497
YML096W	0.006903302
YML097C	0.038144153
YML098W	0.047873691
YML099C	0.003238837
YML100W	0.026449477
YML100WA	0.025852179
YML101C	0.088574611
YML102W	0.040521728
YML103C	0.014928794
YML104C	0.002930374
YML105C	0.168061285
YML106W	0.197066702
YML107C	0.011822772
YML108W	0.050789036
YML109W	0.005519355
YML110C	0.226780117
YML111W	0.008058782
YML112W	0.018668274
YML113W	0.139495556
YML114C	0.033566004
YML115C	0.072388727
YML116W	0.046471322
YML117W	0.01865319
YML118W	0.002970653
YML119W	0.053014919
YML120C	0.024874856
YML121W	0.040934444
YML123C	1.102258543
YML124C	0.297327734
YML125C	0.282192623
YML126C	0.944113114
YML127W	0.153869047
YML128C	0.010521915
YML129C	0.039699921
YML130C	0.18230258
YML131W	0.061934794
YML132W	0.099442882
YML133C	0.025682955
YMR001C	0.017020577
YMR002W	0.262248562
YMR003W	0.034173331
YMR004W	0.022211548
YMR005W	0.097309657
YMR006C	0.097366722
YMR008C	0.209919937
YMR009W	0.098271577
YMR010W	0.025356068
YMR011W	0.423518863
YMR012W	0.159098562
YMR013C	0.012563733
YMR014W	0.042681037
YMR015C	0.053072147
YMR016C	0.033968933
YMR017W	0.004293374
YMR018W	0.004085188
YMR019W	0.008801733
YMR020W	0.012606171
YMR021C	0.029682905
YMR022W	0.048232061
YMR023C	0.010663838
YMR024W	0.04814688
YMR025W	0.002168681
YMR026C	0.012290205
YMR027W	0.077324867
YMR028W	0.026784796
YMR029C	0.010247807
YMR030W	0.02530425
YMR031C	0.028364236
YMR032W	0.03921368
YMR033W	0.055802202
YMR034C	0.005200597
YMR035W	0.050417345
YMR036C	0.007549196
YMR037C	0.014997049
YMR038C	0.119880533
YMR039C	0.042480245
YMR040W	0.009520261
YMR041C	0.02207439
YMR042W	0.012577482
YMR043W	0.178800007
YMR044W	0.05080394
YMR045C	0.073806634
YMR046C	0.015727084
YMR047C	0.057635206
YMR048W	0.006052892
YMR049C	0.153732749
YMR050C	0.090917603
YMR051C	0.208610764
YMR052W	0.011220852
YMR053C	0.006216438
YMR054W	0.078284849
YMR055C	0.016308833
YMR056C	0.004279842
YMR058W	0.268230889
YMR059W	0.077930665
YMR060C	0.016964394
YMR061W	0.031071489
YMR062C	0.056677634
YMR063W	0.001065361
YMR064W	0.00451508
YMR065W	0.007170318
YMR066W	0.004279662
YMR067C	0.008361975
YMR068W	0.002719664
YMR069W	0.004248922
YMR070W	0.010334635
YMR071C	0.148346356
YMR072W	0.253971729
YMR073C	0.117741646
YMR074C	0.31736833
YMR075W	0.003740719
YMR076C	0.021255716
YMR077C	0.015992899
YMR078C	0.006078337
YMR079W	0.245082746
YMR080C	0.037182786
YMR081C	0.008152744
YMR083W	0.466801666
YMR084W	0.004884381
YMR085W	0.004461509
YMR086W	0.008519804
YMR087W	0.027633771
YMR088C	0.020318304
YMR089C	0.085617032
YMR090W	0.037251347
YMR091C	0.085257829
YMR092C	0.203427435
YMR093W	0.043367828
YMR094W	0.003342238
YMR095C	0.001932505
YMR096W	0.018443662
YMR097C	0.008741363
YMR098C	0.011663678
YMR099C	0.181451082
YMR100W	0.008300425
YMR101C	0.007141981
YMR102C	0.016929422
YMR104C	0.001569484
YMR105C	0.009290314
YMR106C	0.003409814
YMR107W	0.007478468
YMR108W	0.294665476
YMR109W	0.03116989
YMR110C	0.077443352
YMR111C	0.029999823
YMR112C	0.235878743
YMR113W	0.072496975
YMR114C	0.013096543
YMR115W	0.013907594
YMR116C	12.71878679
YMR117C	0.002198987
YMR118C	0.002430448
YMR119W	0.017638357
YMR120C	0.11481679
YMR121C	0.14458348
YMR123W	0.531969148
YMR124W	0.005157943
YMR125W	0.048302101
YMR126C	0.004178271
YMR127C	0.002786029
YMR128W	0.032843727
YMR129W	0.022105318
YMR130W	0.021613659
YMR131C	0.271910119
YMR132C	0.011406971
YMR133W	0.010124612
YMR134W	0.025150646
YMR135C	0.046882062
YMR136W	0.010079321
YMR137C	0.003254146
YMR138W	0.030133559
YMR139W	0.020866323
YMR140W	0.011677394
YMR142C	1.186716569
YMR143W	0.617407991
YMR144W	0.012436458
YMR145C	0.311283525
YMR146C	0.429451717
YMR147W	0.007212568
YMR148W	0.070038757
YMR149W	0.193176391
YMR150C	0.160001812
YMR152W	0.06131824
YMR153W	0.041546832
YMR154C	0.004712181
YMR155W	0.007117414
YMR156C	0.014420105
YMR157C	0.029531498
YMR158W	0.057892866
YMR159C	0.005512283
YMR160W	0.005462791
YMR161W	0.027370057
YMR162C	0.002746843
YMR163C	0.004739989
YMR164C	0.009577384
YMR165C	0.011160773
YMR166C	0.012385315
YMR167W	0.00263202
YMR168C	0.001967708
YMR169C	0.00182557
YMR170C	0.012446299
YMR171C	0.013754325
YMR172W	0.001956412
YMR173W	0.067449609
YMR174C	0.099938455
YMR175W	0.007393747
YMR176W	0.001762788
YMR177W	0.021217981
YMR178W	0.036651104
YMR179W	0.004300168
YMR180C	0.006805763
YMR181C	0.015725841
YMR182C	0.00117577
YMR183C	0.081185749
YMR184W	0.170158049
YMR185W	0.002382674
YMR186W	0.571613965
YMR187C	0.012630741
YMR188C	0.046901175
YMR189W	0.083352777
YMR190C	0.001769392
YMR191W	0.022155147
YMR192W	0.005913672
YMR193W	0.036482807
YMR194W	1.04531648
YMR195W	0.082844109
YMR196W	0.00239653
YMR197C	0.069441651
YMR198W	0.011930994
YMR199W	0.010296649
YMR200W	0.135772215
YMR201C	0.012778746
YMR202W	1.270823354
YMR203W	0.258004155
YMR204C	0.009111625
YMR205C	0.570133152
YMR206W	0.003309362
YMR207C	0.00878666
YMR208W	0.099299204
YMR209C	0.016086088
YMR210W	0.00730599
YMR211W	0.016049536
YMR212C	0.03233431
YMR213W	0.009772516
YMR214W	0.124026623
YMR215W	0.37090165
YMR216C	0.012189815
YMR217W	0.701653754
YMR218C	0.013577641
YMR219W	0.009942003
YMR220W	0.125667519
YMR221C	0.089359047
YMR222C	0.084495662
YMR223W	0.002827472
YMR224C	0.002742167
YMR225C	0.150781071
YMR226C	0.632102117
YMR227C	0.020330824
YMR228W	0.023128151
YMR229C	0.056071018
YMR230W	1.083031794
YMR231W	0.006558177
YMR232W	0.002341865
YMR233W	0.037330079
YMR234W	0.006319889
YMR235C	0.105121906
YMR236W	0.200017877
YMR237W	0.045835145
YMR238W	0.235202147
YMR239C	0.058123689
YMR240C	0.023719574
YMR241W	0.363567163
YMR242C	1.097226187
YMR243C	0.41728502
YMR244CA	0.147809688
YMR244W	0.015961777
YMR246W	0.290498134
YMR247C	0.006664651
YMR250W	0.015181897
YMR251W	0.005047173
YMR251WA	1.748697384
YMR252C	0.056367618
YMR253C	0.00667092
YMR255W	0.061244067
YMR256C	0.227765019
YMR257C	0.003711841
YMR258C	0.022390668
YMR259C	0.025033172
YMR260C	0.296252826
YMR261C	0.064991299
YMR262W	0.013983356
YMR263W	0.063309787
YMR264W	0.284466843
YMR265C	0.014204643
YMR266W	0.08953091
YMR267W	0.029643846
YMR268C	0.013959749
YMR269W	0.101836292
YMR270C	0.023213248
YMR271C	0.007256226
YMR272C	0.227285684
YMR273C	0.019008964
YMR274C	0.041661413
YMR275C	0.006089327
YMR276W	0.341813853
YMR277W	0.017928928
YMR278W	0.040711111
YMR279C	0.001756972
YMR280C	0.001849159
YMR281W	0.058722369
YMR282C	0.004914565
YMR283C	0.015966981
YMR284W	0.009630601
YMR285C	0.015001398
YMR286W	0.27576393
YMR287C	0.001181767
YMR288W	0.004878673
YMR289W	0.041232053
YMR290C	0.147636328
YMR291W	0.007872788
YMR292W	0.105485039
YMR293C	0.040522878
YMR294W	0.04385365
YMR295C	0.862952174
YMR296C	0.308503079
YMR297W	0.760774201
YMR298W	0.313881084
YMR299C	0.004172843
YMR300C	0.039457462
YMR301C	0.041679444
YMR302C	0.041037711
YMR303C	0.196330033
YMR304W	0.014370191
YMR305C	0.485767326
YMR306W	0.001141017
YMR307W	5.365155733
YMR308C	0.267670007
YMR309C	0.114453723
YMR310C	0.086798607
YMR311C	0.06264743
YMR312W	0.052116358
YMR313C	0.013945744
YMR314W	0.266547157
YMR315W	0.209209374
YMR316W	0.023923304
YMR317W	0.000771618
YMR318C	0.699112793
YMR319C	0.045876308
YMR321C	0.490499202
YMR322C	0.016179395
YMR323W	0.005966338
YMR325W	0.008263305
YNL001W	0.03529647
YNL002C	0.150694311
YNL003C	0.073082576
YNL004W	0.056959098
YNL005C	0.05856786
YNL006W	0.125278318
YNL007C	0.752404094
YNL008C	0.035218501
YNL009W	0.007005603
YNL010W	0.200952337
YNL011C	0.005530677
YNL012W	0.000561802
YNL014W	0.008144097
YNL015W	0.221855368
YNL016W	0.147585374
YNL018C	0.004812458
YNL019C	0.001837587
YNL020C	0.005225779
YNL021W	0.019439896
YNL022C	0.059590409
YNL023C	0.038762231
YNL024C	0.014312178
YNL025C	0.00223493
YNL026W	0.041116293
YNL027W	0.01650319
YNL029C	0.015247119
YNL030W	1.630264836
YNL031C	3.654497243
YNL032W	0.114446639
YNL033W	0.000584275
YNL034W	0.003554004
YNL035C	0.019726546
YNL036W	0.084262828
YNL037C	0.16641188
YNL038W	0.016030032
YNL039W	0.020807631
YNL040W	0.038425647
YNL041C	0.011057378
YNL042W	0.005823488
YNL044W	0.215599215
YNL045W	0.07314358
YNL046W	0.04511918
YNL047C	0.015267763
YNL048W	0.088533612
YNL049C	0.019373206
YNL050C	0.038700478
YNL051W	0.012850443
YNL052W	0.248295405
YNL053W	0.009424021
YNL054W	0.007165068
YNL055C	2.009801564
YNL056W	0.126610091
YNL058C	0.104314333
YNL059C	0.02692846
YNL061W	0.177854712
YNL062C	0.119240481
YNL063W	0.020651047
YNL064C	0.861027445
YNL065W	0.021415096
YNL066W	0.314329863
YNL067W	0.92064498
YNL068C	0.009937424
YNL069C	2.896951072
YNL070W	0.767957602
YNL071W	0.289839899
YNL072W	0.036866635
YNL073W	0.009652571
YNL074C	0.009897673
YNL075W	0.201220018
YNL076W	0.008066838
YNL077W	0.00372955
YNL078W	0.038894768
YNL079C	0.507842292
YNL080C	0.016305592
YNL081C	0.126182616
YNL082W	0.009801609
YNL083W	0.004456899
YNL084C	0.089850841
YNL085W	0.08176744
YNL086W	0.086921043
YNL087W	0.071964586
YNL088W	0.035968252
YNL090W	0.038806775
YNL091W	0.011568461
YNL092W	0.00476002
YNL093W	0.003709147
YNL094W	0.010723991
YNL095C	0.00437664
YNL096C	0.825153795
YNL097C	0.0541324
YNL098C	0.211474146
YNL099C	0.077388707
YNL100W	0.130422423
YNL101W	0.007369109
YNL102W	0.018180361
YNL103W	0.010484564
YNL104C	0.462893152
YNL106C	0.003629266
YNL107W	0.042554001
YNL108C	0.095969004
YNL110C	0.306307827
YNL111C	0.128674262
YNL112W	0.685484583
YNL113W	0.311936618
YNL115C	0.024268317
YNL116W	0.010748305
YNL117W	0.008846532
YNL118C	0.033026257
YNL119W	0.022965935
YNL121C	0.117997397
YNL122C	0.039820836
YNL123W	0.091329027
YNL124W	0.065915664
YNL125C	0.017914349
YNL126W	0.003402967
YNL127W	0.004459399
YNL128W	0.002764235
YNL129W	0.051295177
YNL130C	0.186049187
YNL131W	0.176236928
YNL132W	0.066568511
YNL133C	0.013136517
YNL134C	0.642608247
YNL135C	1.688658471
YNL136W	0.015282152
YNL137C	0.055417389
YNL138W	0.258323024
YNL139C	0.007155324
YNL141W	0.149723774
YNL142W	0.026393588
YNL144C	0.003990454
YNL145W	1.693135994
YNL146W	0.007205081
YNL147W	0.104488354
YNL148C	0.010725902
YNL149C	0.211347059
YNL151C	0.090899106
YNL152W	0.00754524
YNL153C	0.151366356
YNL154C	0.098259515
YNL155W	0.022446712
YNL156C	0.150194908
YNL157W	0.278334199
YNL158W	0.013542887
YNL159C	0.013155554
YNL160W	0.570019891
YNL161W	0.017610518
YNL162W	2.730563008
YNL163C	0.050056326
YNL164C	0.039526102
YNL165W	0.012335042
YNL166C	0.051458727
YNL167C	0.014121427
YNL168C	0.098649937
YNL169C	0.063144127
YNL172W	0.009546454
YNL173C	0.017911921
YNL175C	0.237656088
YNL176C	0.012473235
YNL177C	0.036943222
YNL178W	10.19924387
YNL180C	0.049318721
YNL181W	0.059594616
YNL182C	0.055097741
YNL183C	0.013032812
YNL185C	0.023873136
YNL186W	0.06350087
YNL187W	0.001696614
YNL188W	0.013582964
YNL189W	0.165519577
YNL190W	1.162476857
YNL191W	0.018753162
YNL192W	0.045661587
YNL193W	0.02031124
YNL194C	0.00313027
YNL195C	0.001577721
YNL196C	1.20675E-05
YNL197C	0.006912158
YNL199C	0.016223439
YNL200C	0.035103609
YNL201C	0.003790778
YNL202W	0.023529866
YNL204C	0.004658101
YNL206C	0.033061211
YNL207W	0.097642543
YNL208W	0.834829965
YNL209W	1.677898645
YNL210W	0.002464823
YNL211C	0.026409373
YNL212W	0.048089567
YNL213C	0.006260913
YNL214W	0.007522303
YNL215W	0.028401354
YNL216W	0.029015282
YNL217W	0.057960189
YNL218W	0.003533452
YNL219C	0.117361455
YNL220W	0.242326281
YNL221C	0.029275975
YNL222W	0.038549875
YNL223W	0.008363617
YNL224C	0.007641406
YNL225C	0.011323678
YNL227C	0.009970838
YNL229C	0.095009633
YNL230C	0.00117586
YNL231C	0.161832299
YNL232W	0.215661312
YNL233W	0.007709266
YNL234W	0.014254377
YNL236W	0.019031251
YNL237W	0.005811048
YNL238W	0.053902783
YNL239W	0.202517999
YNL240C	0.087485725
YNL241C	0.160174598
YNL242W	0.008761381
YNL243W	0.125273128
YNL244C	0.672384827
YNL245C	0.018909798
YNL246W	0.041842756
YNL247W	0.184685816
YNL248C	0.212456512
YNL249C	0.020030176
YNL250W	0.002668096
YNL251C	0.010472983
YNL252C	0.054634002
YNL253W	0.01689327
YNL254C	0.004597921
YNL255C	0.356665548
YNL256W	0.026045312
YNL257C	0.005847456
YNL258C	0.016150326
YNL259C	0.330296933
YNL260C	0.005980708
YNL261W	0.014083794
YNL262W	0.00252079
YNL263C	0.238777851
YNL264C	0.027923994
YNL265C	0.021636478
YNL267W	0.004514629
YNL268W	0.348523896
YNL269W	0.001958576
YNL270C	0.004657073
YNL271C	0.015032058
YNL272C	0.017428136
YNL273W	0.004749425
YNL274C	0.061065034
YNL275W	0.003988686
YNL277W	0.006575961
YNL278W	0.0095313
YNL279W	0.002062887
YNL280C	0.197113341
YNL281W	0.196790188
YNL282W	0.013622926
YNL283C	0.036350732
YNL284C	0.099335098
YNL286W	0.017206255
YNL287W	0.117243109
YNL288W	0.064856374
YNL289W	0.046583845
YNL290W	0.033381792
YNL291C	0.012391887
YNL292W	0.060465466
YNL293W	0.006321766
YNL294C	0.008573514
YNL295W	0.002799455
YNL297C	0.007796956
YNL298W	0.012849186
YNL299W	0.007545095
YNL300W	0.538522933
YNL301C	0.896691971
YNL302C	4.572774247
YNL304W	0.00676329
YNL305C	0.15657619
YNL306W	0.126391565
YNL307C	0.049040731
YNL308C	0.19504076
YNL309W	0.005827263
YNL310C	0.041626961
YNL311C	0.006477199
YNL312W	0.226362636
YNL313C	0.096685947
YNL314W	0.005235028
YNL315C	0.076240378
YNL316C	0.023620071
YNL317W	0.023902574
YNL318C	0.002488111
YNL320W	0.029453359
YNL321W	0.027634765
YNL322C	0.713786788
YNL323W	0.083031664
YNL325C	0.00781197
YNL326C	0.024697823
YNL327W	0.415072012
YNL328C	0.002153664
YNL329C	0.004593131
YNL330C	0.052707562
YNL331C	0.005564861
YNL332W	0.024451404
YNL333W	0.013182991
YNL334C	0.01845494
YNL335W	0.00124364
YNL336W	0.096929782
YNL339C	0.011539108
YNR001C	0.371414591
YNR002C	0.00748411
YNR003C	0.042915503
YNR004W	0.002125082
YNR006W	0.03115634
YNR007C	0.008505325
YNR008W	0.031416297
YNR009W	0.035461638
YNR010W	0.033994876
YNR011C	0.01166373
YNR012W	0.045303941
YNR013C	0.08050598
YNR014W	0.034115617
YNR015W	0.0639756
YNR016C	0.105672553
YNR017W	0.196943755
YNR018W	0.377674018
YNR019W	0.019251598
YNR020C	0.054012778
YNR021W	0.382326063
YNR022C	0.073753613
YNR023W	0.007927864
YNR024W	0.074581598
YNR026C	0.041526165
YNR027W	0.034188809
YNR028W	0.038589425
YNR029C	0.041455665
YNR030W	0.119326116
YNR031C	0.006255394
YNR032W	0.012850965
YNR033W	0.032509028
YNR034W	0.029838027
YNR035C	0.222915308
YNR036C	0.135570732
YNR037C	0.130614309
YNR038W	0.0668401
YNR039C	0.026984249
YNR040W	0.056601878
YNR041C	0.061047428
YNR043W	0.332886954
YNR044W	0.183431687
YNR045W	0.009827915
YNR046W	0.314548447
YNR047W	0.004651996
YNR048W	0.010750578
YNR049C	0.049374639
YNR050C	0.216123043
YNR051C	0.010421136
YNR052C	0.151269741
YNR053C	0.206678497
YNR054C	0.113638793
YNR055C	0.062982184
YNR056C	0.001281043
YNR057C	0.012428658
YNR058W	0.005181653
YNR059W	0.002832346
YNR060W	0.008437336
YNR061C	0.086318582
YNR062C	0.000887325
YNR063W	0.001971034
YNR064C	0.00476963
YNR065C	0.02646407
YNR066C	0.002683518
YNR067C	0.078646062
YNR068C	0.001159547
YNR069C	0.000645886
YNR070W	0.001939065
YNR071C	0.007412701
YNR072W	0.001720712
YNR073C	0.006494642
YNR074C	0.030155776
YNR075W	0.001212267
YNR076W	0.114841983
YOL001W	0.006096263
YOL002C	0.187883169
YOL003C	0.011228061
YOL004W	0.044582279
YOL005C	0.161891621
YOL006C	0.0173381
YOL007C	0.060921375
YOL008W	0.016212788
YOL009C	0.024876647
YOL010W	0.049369788
YOL011W	0.002219947
YOL012C	0.112564692
YOL013C	0.008604948
YOL014W	0.115194014
YOL015W	0.000857522
YOL016C	0.083656244
YOL017W	0.009405608
YOL018C	0.013347964
YOL019W	0.115938806
YOL020W	0.049040072
YOL021C	0.091095234
YOL022C	0.09235444
YOL023W	0.002558371
YOL024W	0.007898667
YOL025W	0.003522154
YOL026C	0.06623242
YOL027C	0.093737526
YOL028C	0.012386263
YOL029C	0.022375146
YOL030W	0.678043046
YOL031C	0.025903866
YOL032W	0.046055478
YOL033W	0.014026841
YOL034W	0.007385202
YOL036W	0.016967915
YOL038W	0.391628708
YOL039W	5.297871756
YOL040C	4.570847113
YOL041C	0.014292895
YOL042W	0.015193787
YOL043C	0.030739788
YOL044W	0.025695682
YOL045W	0.004051674
YOL047C	0.003702096
YOL048C	0.018032867
YOL049W	0.11485983
YOL051W	0.024761542
YOL052C	0.091823911
YOL053W	0.014329927
YOL054W	0.032487252
YOL055C	0.003121118
YOL056W	0.049824004
YOL057W	0.046239346
YOL058W	0.053484652
YOL059W	0.109298506
YOL060C	0.043163929
YOL061W	0.275268236
YOL062C	0.024905923
YOL063C	0.006432945
YOL064C	0.132567828
YOL065C	0.019473619
YOL066C	0.015044118
YOL067C	0.001893993
YOL068C	0.021307589
YOL069W	0.00298152
YOL070C	0.033839711
YOL071W	0.040323311
YOL072W	0.003607591
YOL073C	0.034168508
YOL075C	0.003672013
YOL076W	0.013156139
YOL077C	0.214983098
YOL078W	0.003737506
YOL080C	0.041035534
YOL081W	0.00551537
YOL082W	0.018043547
YOL083W	0.02803558
YOL084W	0.004647361
YOL086C	11.80287516
YOL087C	0.004982588
YOL088C	0.090650675
