ORF	phi	Evolve Steps	Evolve Time	Eta_initial	Eta_final	Final \Delta Eta	Mean Mutation \Delta Eta	Var Mutation \Delta Eta	# Fix
YBR112C	0.1881	1	nan	96706011453676715696142728517495308681216.000	96706011453676715696142728517495308681216.000	0.000	0	0	
YDR189W	0.2722	1	nan	23968791566728220189350952960.000	23968791566728220189350952960.000	0.000	0	0	
YML003W	0.01332	1	nan	46585277208247.875	46585277208247.875	0.000	0	0	
YNL293W	0.02608	1	nan	5063330733600180368832462848.000	5063330733600180368832462848.000	0.000	0	0	
YHR164C	0.01083	1	nan	6786515234781354582045023510575840358035020138169437563308212224.000	6786515234781354582045023510575840358035020138169437563308212224.000	0.000	0	0	
YGL009C	1.421	1	nan	148364952159914853096750416134144.000	148364952159914853096750416134144.000	0.000	0	0	
YKL103C	0.125	1	nan	14327730703447927816192.000	14327730703447927816192.000	0.000	0	0	
YDR190C	1.327	1	nan	95929312020802715648.000	95929312020802715648.000	0.000	0	0	
YML004C	0.8614	1	nan	554099588083658.375	554099588083658.375	0.000	0	0	
YBR114W	0.01235	1	nan	5458910693987939090033619905806336.000	5458910693987939090033619905806336.000	0.000	0	0	
YNL294C	0.03536	1	nan	203138820182197636431872.000	203138820182197636431872.000	0.000	0	0	
YML005W	0.09649	1	nan	353367928979067633664.000	353367928979067633664.000	0.000	0	0	
YDR191W	0.03098	1	nan	50505168017449344.000	50505168017449344.000	0.000	0	0	
YKL104C	0.5645	1	nan	959596924774909561375266177024.000	959596924774909561375266177024.000	0.000	0	0	
YGL010W	0.03577	1	nan	537164258.332	537164258.332	0.000	0	0	
YPL082C	0.03453	1	nan	245723961926097860026313589733118485326431269192354138470286774422944662683648.000	245723961926097860026313589733118485326431269192354138470286774422944662683648.000	0.000	0	0	
YHR165C	0.05144	1	nan	12299901981934259848487564866776087048457349670643323827134956570279394683728335993896562569227796480.000	12299901981934259848487564866776087048457349670643323827134956570279394683728335993896562569227796480.000	0.000	0	0	
YML006C	0.1283	1	nan	2100506113503033805704749280919552.000	2100506113503033805704749280919552.000	0.000	0	0	
YGL011C	0.8749	1	nan	526687720119.164	526687720119.164	0.000	0	0	
YDR192C	0.1205	1	nan	10409155690819371008.000	10409155690819371008.000	0.000	0	0	
YNL295W	0.01155	1	nan	184469127982425388875776.000	184469127982425388875776.000	0.000	0	0	
YPL083C	0.03123	1	nan	821811803943491469312.000	821811803943491469312.000	0.000	0	0	
YGL012W	3.471	1	nan	366102909536487276544.000	366102909536487276544.000	0.000	0	0	
YBR115C	0.2399	1	nan	1625860778742325404748958518381571872582460836926621483008.000	1625860778742325404748958518381571872582460836926621483008.000	0.000	0	0	
YHR166C	0.02587	1	nan	3055309615628482834346278912.000	3055309615628482834346278912.000	0.000	0	0	
YKL105C	0.04233	1	nan	1475008948280847307729104627810723408786113953792.000	1475008948280847307729104627810723408786113953792.000	0.000	0	0	
YML007W	0.1185	1	nan	19844852711698968944144547840.000	19844852711698968944144547840.000	0.000	0	0	
YHR167W	0.1074	1	nan	2426749888809.304	2426749888809.304	0.000	0	0	
YGL013C	0.06541	1	nan	1828618110995848577234566906504597262070448128.000	1828618110995848577234566906504597262070448128.000	0.000	0	0	
YKL106W	0.1222	1	nan	100477242163545702400.000	100477242163545702400.000	0.000	0	0	
YBR117C	0.005161	1	nan	81396780843972694691171794944.000	81396780843972694691171794944.000	0.000	0	0	
YDR194C	0.2625	1	nan	25627490064072113007936667648.000	25627490064072113007936667648.000	0.000	0	0	
YML008C	2.511	1	nan	63339391194581024.000	63339391194581024.000	0.000	0	0	
YPL084W	0.08261	1	nan	1569202162293778352947523930795540480.000	1569202162293778352947523930795540480.000	0.000	0	0	
YNL297C	0.03216	1	nan	192559667354453947817819456295435130232646954375610367332303310422016.000	192559667354453947817819456295435130232646954375610367332303310422016.000	0.000	0	0	
YHR168W	0.03496	1	nan	8841332657763919069184.000	8841332657763919069184.000	0.000	0	0	
YKL107W	0.009053	1	nan	133994499705502.750	133994499705502.750	0.000	0	0	
YGL014W	0.04232	1	nan	57594298068128561795923712954238763008.000	57594298068128561795923712954238763008.000	0.000	0	0	
YBR118W	63.25	1	nan	9884047568009015296.000	9884047568009015296.000	0.000	0	0	
YML009C	1.837	1	nan	28937.654	28937.654	0.000	0	0	
YDR195W	0.04466	1	nan	236838523490546797772800.000	236838523490546797772800.000	0.000	0	0	
YGL015C	0.06421	1	nan	9572692.102	9572692.102	0.000	0	0	
YHR169W	0.3068	1	nan	9391588239243405312.000	9391588239243405312.000	0.000	0	0	
YKL108W	0.03605	1	nan	214373105111237459968.000	214373105111237459968.000	0.000	0	0	
YDR196C	0.2744	1	nan	284866100807.244	284866100807.244	0.000	0	0	
YBR119W	0.1183	1	nan	77737989347026.250	77737989347026.250	0.000	0	0	
YNL298W	0.053	1	nan	1203578019958985227559571930616954880.000	1203578019958985227559571930616954880.000	0.000	0	0	
YKL109W	0.04912	1	nan	1533950493230213409800192.000	1533950493230213409800192.000	0.000	0	0	
YML010W	0.3996	1	nan	56320723455721440178299007307101699915644928.000	56320723455721440178299007307101699915644928.000	0.000	0	0	
YHR170W	0.9603	1	nan	22213923294574473641984.000	22213923294574473641984.000	0.000	0	0	
YBR120C	0.143	1	nan	180014260.889	180014260.889	0.000	0	0	
YDR197W	0.02798	1	nan	399674363275300992.000	399674363275300992.000	0.000	0	0	
YKL110C	0.3113	1	nan	223555008324650.188	223555008324650.188	0.000	0	0	
YML011C	0.1437	1	nan	720666306.255	720666306.255	0.000	0	0	
YGL016W	0.1216	1	nan	2087595906773983697003906244407338358863298560.000	2087595906773983697003906244407338358863298560.000	0.000	0	0	
YBR121C	2.439	1	nan	7173913662828125211513061376.000	7173913662828125211513061376.000	0.000	0	0	
YHR171W	0.04327	1	nan	1691109251260765351398342656.000	1691109251260765351398342656.000	0.000	0	0	
YML012W	2.783	1	nan	10916933660.020	10916933660.020	0.000	0	0	
YNL299W	0.03112	1	nan	8369396627831178548052230144.000	8369396627831178548052230144.000	0.000	0	0	
YDR198C	0.06295	1	nan	1839548450612562100224.000	1839548450612562100224.000	0.000	0	0	
YPL085W	0.07559	1	nan	13551364432433255795538940639273289430528213360012731098894670116541773066650160809516204032.000	13551364432433255795538940639273289430528213360012731098894670116541773066650160809516204032.000	0.000	0	0	
YBR122C	0.1458	1	nan	668954153.551	668954153.551	0.000	0	0	
YGL017W	0.06505	1	nan	16393890834114769059840.000	16393890834114769059840.000	0.000	0	0	
YKL112W	0.2936	1	nan	26009170143879070889780925431808.000	26009170143879070889780925431808.000	0.000	0	0	
YNL300W	2.221	1	nan	332047.165	332047.165	0.000	0	0	
YML013W	0.0584	1	nan	28152883145576429752680448.000	28152883145576429752680448.000	0.000	0	0	
YHR172W	0.03557	1	nan	283728658218151179261889995545247744.000	283728658218151179261889995545247744.000	0.000	0	0	
YPL086C	0.4925	1	nan	723875487790112949927936.000	723875487790112949927936.000	0.000	0	0	
YBR123C	0.1121	1	nan	12493578582603805979618312192.000	12493578582603805979618312192.000	0.000	0	0	
YGL018C	0.04478	1	nan	1404201638.457	1404201638.457	0.000	0	0	
YNL301C	3.699	1	nan	582990184.403	582990184.403	0.000	0	0	
YKL113C	0.4972	1	nan	111482719516190352.000	111482719516190352.000	0.000	0	0	
YDR200C	0.01936	1	nan	235299208820686002428313600.000	235299208820686002428313600.000	0.000	0	0	
YPL087W	0.8272	1	nan	228407542183605.250	228407542183605.250	0.000	0	0	
YML014W	0.2252	1	nan	10124215145409.672	10124215145409.672	0.000	0	0	
YGL019W	0.5971	1	nan	11069460377863.559	11069460377863.559	0.000	0	0	
YNL302C	18.86	1	nan	13724123.103	13724123.103	0.000	0	0	
YHR174W	61.18	1	nan	1726617787262037248.000	1726617787262037248.000	0.000	0	0	
YBR125C	0.1711	1	nan	404899950004094208.000	404899950004094208.000	0.000	0	0	
YKL114C	0.3455	1	nan	32671861617823968.000	32671861617823968.000	0.000	0	0	
YDR201W	0.1676	1	nan	232295068.112	232295068.112	0.000	0	0	
YML015C	0.06334	1	nan	7115192994640529.000	7115192994640529.000	0.000	0	0	
YGL020C	0.7721	1	nan	127052819799.557	127052819799.557	0.000	0	0	
YHR175W	0.2601	1	nan	1930596566.831	1930596566.831	0.000	0	0	
YNL304W	0.0279	1	nan	7026620917511601152.000	7026620917511601152.000	0.000	0	0	
YPL088W	0.04278	1	nan	3202289937195461.000	3202289937195461.000	0.000	0	0	
YDR202C	0.06356	1	nan	9027360810091414.000	9027360810091414.000	0.000	0	0	
YBR126C	1.123	1	nan	2612946269455345778688.000	2612946269455345778688.000	0.000	0	0	
YML016C	0.04706	1	nan	631009900465270617916919775232.000	631009900465270617916919775232.000	0.000	0	0	
YKL116C	0.03591	1	nan	90651845242545682513920.000	90651845242545682513920.000	0.000	0	0	
YNL305C	0.6458	1	nan	48160858493846.211	48160858493846.211	0.000	0	0	
YHR176W	0.05631	1	nan	13929016301857744896.000	13929016301857744896.000	0.000	0	0	
YKL117W	3.266	1	nan	17651017990.422	17651017990.422	0.000	0	0	
YML017W	0.0432	1	nan	63252746946648684154060800.000	63252746946648684154060800.000	0.000	0	0	
YDR204W	0.1196	1	nan	1993840435549085.500	1993840435549085.500	0.000	0	0	
YGL021W	0.05959	1	nan	424815640103856578022851760619520.000	424815640103856578022851760619520.000	0.000	0	0	
YBR127C	1.986	1	nan	7462053700104070627328.000	7462053700104070627328.000	0.000	0	0	
YPL089C	0.1085	1	nan	238099280512570989310887591936.000	238099280512570989310887591936.000	0.000	0	0	
YNL306W	0.5213	1	nan	23052361243.202	23052361243.202	0.000	0	0	
YKL119C	0.2583	1	nan	28336917562.010	28336917562.010	0.000	0	0	
YGL022W	0.7988	1	nan	1131978338381659274292649525248.000	1131978338381659274292649525248.000	0.000	0	0	
YML018C	0.1895	1	nan	254090856032180000.000	254090856032180000.000	0.000	0	0	
YHR177W	0.01069	1	nan	278343243587406430208.000	278343243587406430208.000	0.000	0	0	
YBR128C	0.01681	1	nan	6842317300386191.000	6842317300386191.000	0.000	0	0	
YPL090C	8.854	1	nan	52366758893.941	52366758893.941	0.000	0	0	
YDR205W	0.05981	1	nan	8315505034656643808405437284352.000	8315505034656643808405437284352.000	0.000	0	0	
YNL307C	0.2023	1	nan	60395118009113512.000	60395118009113512.000	0.000	0	0	
YKL120W	1.74	1	nan	237947007545760.812	237947007545760.812	0.000	0	0	
YGL023C	0.1462	1	nan	5033482421645943488856981504.000	5033482421645943488856981504.000	0.000	0	0	
YHR178W	0.02731	1	nan	78223914711734683049068815450112.000	78223914711734683049068815450112.000	0.000	0	0	
YBR129C	0.1069	1	nan	1113266434271498.250	1113266434271498.250	0.000	0	0	
YML019W	0.1781	1	nan	1087001232439636.625	1087001232439636.625	0.000	0	0	
YNL308C	0.8045	1	nan	46262920556530298735558656.000	46262920556530298735558656.000	0.000	0	0	
YGL025C	0.05872	1	nan	840355069002779648.000	840355069002779648.000	0.000	0	0	
YPL091W	1.494	1	nan	545217771944074149888.000	545217771944074149888.000	0.000	0	0	
YDR206W	0.05465	1	nan	60422407704302034940172841665014267904.000	60422407704302034940172841665014267904.000	0.000	0	0	
YKL121W	0.06043	1	nan	2839345779042773061880924108782305280.000	2839345779042773061880924108782305280.000	0.000	0	0	
YBR130C	0.1031	1	nan	9701709768527874048.000	9701709768527874048.000	0.000	0	0	
YHR179W	5.743	1	nan	210899844490747168.000	210899844490747168.000	0.000	0	0	
YML020W	0.03965	1	nan	56394041788255622449961369600.000	56394041788255622449961369600.000	0.000	0	0	
YNL309W	0.02404	1	nan	9054252066648246272.000	9054252066648246272.000	0.000	0	0	
YGL026C	2.309	1	nan	165776230425589365065417490432.000	165776230425589365065417490432.000	0.000	0	0	
YKL122C	1.681	1	nan	229274031.869	229274031.869	0.000	0	0	
YPL092W	0.1557	1	nan	147215775003019051008.000	147215775003019051008.000	0.000	0	0	
YKL124W	0.02925	1	nan	15153879832292462541406208.000	15153879832292462541406208.000	0.000	0	0	
YGL027C	0.2727	1	nan	330439602971084573316899945580593152.000	330439602971084573316899945580593152.000	0.000	0	0	
YHR181W	0.5095	1	nan	80606069186.632	80606069186.632	0.000	0	0	
YPL093W	0.9998	1	nan	1885742447333331591363559424.000	1885742447333331591363559424.000	0.000	0	0	
YDR207C	0.04491	1	nan	444070460623492776359760219881865216.000	444070460623492776359760219881865216.000	0.000	0	0	
YML021C	0.126	1	nan	19675091730158744.000	19675091730158744.000	0.000	0	0	
YNL310C	0.1717	1	nan	521664968.792	521664968.792	0.000	0	0	
YBR131W	0.02586	1	nan	2853075099599557071665929125888.000	2853075099599557071665929125888.000	0.000	0	0	
YGL028C	0.2138	1	nan	52120341840395902124032.000	52120341840395902124032.000	0.000	0	0	
YDR208W	0.05858	1	nan	3797027532947549792130083462316032.000	3797027532947549792130083462316032.000	0.000	0	0	
YPL094C	0.8409	1	nan	4359266208133.160	4359266208133.160	0.000	0	0	
YML022W	2.012	1	nan	1068409045.542	1068409045.542	0.000	0	0	
YKL125W	0.2312	1	nan	1526451265348116044945817600.000	1526451265348116044945817600.000	0.000	0	0	
YGL029W	0.9594	1	nan	3167842.090	3167842.090	0.000	0	0	
YHR182W	0.04015	1	nan	6431691747700614861267966600675328.000	6431691747700614861267966600675328.000	0.000	0	0	
YBR132C	0.02243	1	nan	39183855419541134015201280.000	39183855419541134015201280.000	0.000	0	0	
YNL311C	0.02672	1	nan	1030059540610950418518165147353088.000	1030059540610950418518165147353088.000	0.000	0	0	
YDR210W	3.749	1	nan	47015.707	47015.707	0.000	0	0	
YGL030W	14.38	1	nan	403618.655	403618.655	0.000	0	0	
YPL095C	0.06262	1	nan	140865005091734192128.000	140865005091734192128.000	0.000	0	0	
YML023C	0.04115	1	nan	3691706800709708533465088.000	3691706800709708533465088.000	0.000	0	0	
YNL312W	0.9337	1	nan	3188347871127.326	3188347871127.326	0.000	0	0	
YGL031C	24.62	1	nan	40847714.798	40847714.798	0.000	0	0	
YKL126W	0.3244	1	nan	116601354096171800389564235776.000	116601354096171800389564235776.000	0.000	0	0	
YHR183W	6.084	1	nan	241126951132457566208.000	241126951132457566208.000	0.000	0	0	
YBR133C	0.08867	1	nan	437129375738277187148225491589136384.000	437129375738277187148225491589136384.000	0.000	0	0	
YPL096W	0.1957	1	nan	35586029119445376.000	35586029119445376.000	0.000	0	0	
YGL032C	0.2899	1	nan	145013.060	145013.060	0.000	0	0	
YML024W	13.76	1	nan	8290267.512	8290267.512	0.000	0	0	
YDR211W	0.3736	1	nan	1750820410558892957377471971328.000	1750820410558892957377471971328.000	0.000	0	0	
YBR135W	0.7026	1	nan	62626334.762	62626334.762	0.000	0	0	
YHR184W	0.06455	1	nan	12504479082766042537132032.000	12504479082766042537132032.000	0.000	0	0	
YNL313C	0.3988	1	nan	147905203753089213111352665511601111040.000	147905203753089213111352665511601111040.000	0.000	0	0	
YKL127W	0.977	1	nan	1747716452415300922507264.000	1747716452415300922507264.000	0.000	0	0	
YGL033W	0.1333	1	nan	37159639150.537	37159639150.537	0.000	0	0	
YML025C	0.2018	1	nan	14980241552251.721	14980241552251.721	0.000	0	0	
YNL314W	0.02159	1	nan	1769240964575.322	1769240964575.322	0.000	0	0	
YPL097W	0.1559	1	nan	5274983289215659278336.000	5274983289215659278336.000	0.000	0	0	
YDR212W	0.7577	1	nan	391328841701358586298368.000	391328841701358586298368.000	0.000	0	0	
YKL128C	0.6084	1	nan	40121503996562.125	40121503996562.125	0.000	0	0	
YHR185C	0.04133	1	nan	286724349419.877	286724349419.877	0.000	0	0	
YML026C	15.45	1	nan	19267381.066	19267381.066	0.000	0	0	
YGL035C	0.09921	1	nan	16834058227764984545280.000	16834058227764984545280.000	0.000	0	0	
YPL098C	1.2	1	nan	1291769.963	1291769.963	0.000	0	0	
YNL315C	0.3145	1	nan	470795391844719.375	470795391844719.375	0.000	0	0	
YNL316C	0.09743	1	nan	1928582547540927.750	1928582547540927.750	0.000	0	0	
YBR136W	0.01207	1	nan	194170779211066483567542503558720103135356863390222094597911744497699491761512467405357282853126144.000	194170779211066483567542503558720103135356863390222094597911744497699491761512467405357282853126144.000	0.000	0	0	
YDR213W	0.01344	1	nan	526347941724086427952903665859535306752.000	526347941724086427952903665859535306752.000	0.000	0	0	
YML027W	0.1701	1	nan	237999474044492448.000	237999474044492448.000	0.000	0	0	
YGL036W	0.05866	1	nan	399981903063763419853952929969584734208.000	399981903063763419853952929969584734208.000	0.000	0	0	
YPL099C	0.1082	1	nan	1353699998.178	1353699998.178	0.000	0	0	
YKL129C	0.01817	1	nan	118110593696310500552174390167339353306803787911921664.000	118110593696310500552174390167339353306803787911921664.000	0.000	0	0	
YBR137W	0.3976	1	nan	916685518.407	916685518.407	0.000	0	0	
YGL037C	2.378	1	nan	15966568550.830	15966568550.830	0.000	0	0	
YNL317W	0.09859	1	nan	542063508119331143680.000	542063508119331143680.000	0.000	0	0	
YHR186C	0.06654	1	nan	175093880959928584214824210476236943911155424367260982564534353920.000	175093880959928584214824210476236943911155424367260982564534353920.000	0.000	0	0	
YDR214W	0.7671	1	nan	4863939910147139.000	4863939910147139.000	0.000	0	0	
YML028W	20.11	1	nan	1469868513.699	1469868513.699	0.000	0	0	
YKL130C	0.1176	1	nan	422958341070.594	422958341070.594	0.000	0	0	
YPL100W	0.168	1	nan	8314312072078622195712.000	8314312072078622195712.000	0.000	0	0	
YBR138C	0.008139	1	nan	190586807850087049330688.000	190586807850087049330688.000	0.000	0	0	
YGL038C	0.1439	1	nan	1596978913722423836672.000	1596978913722423836672.000	0.000	0	0	
YNL318C	0.01026	1	nan	227818872551447367516160.000	227818872551447367516160.000	0.000	0	0	
YHR187W	0.2863	1	nan	180898387137739.125	180898387137739.125	0.000	0	0	
YGL039W	0.2369	1	nan	3477284164501855.500	3477284164501855.500	0.000	0	0	
YBR139W	0.477	1	nan	17730429430565466800128.000	17730429430565466800128.000	0.000	0	0	
YML029W	0.09699	1	nan	1008744876610897740964042524854321152.000	1008744876610897740964042524854321152.000	0.000	0	0	
YPL101W	0.177	1	nan	145232656241712627712.000	145232656241712627712.000	0.000	0	0	
YNL320W	0.1215	1	nan	13060108319501.650	13060108319501.650	0.000	0	0	
YKL132C	0.02562	1	nan	15067607184253196288.000	15067607184253196288.000	0.000	0	0	
YDR216W	0.008275	1	nan	55040666838503963229112159890158616510641641876734607360.000	55040666838503963229112159890158616510641641876734607360.000	0.000	0	0	
YGL040C	0.9657	1	nan	1658831797316213.000	1658831797316213.000	0.000	0	0	
YHR188C	0.7046	1	nan	283341995379327499549802496.000	283341995379327499549802496.000	0.000	0	0	
YML030W	0.4585	1	nan	112509245.925	112509245.925	0.000	0	0	
YPL103C	0.07733	1	nan	715178713043901218816.000	715178713043901218816.000	0.000	0	0	
YGL043W	0.202	1	nan	121889803185350.234	121889803185350.234	0.000	0	0	
YHR189W	0.005634	1	nan	2768928027.708	2768928027.708	0.000	0	0	
YKL133C	0.03801	1	nan	425003233276388245504.000	425003233276388245504.000	0.000	0	0	
YNL321W	0.114	1	nan	197483481716730468146763333238842720256.000	197483481716730468146763333238842720256.000	0.000	0	0	
YML031W	0.2816	1	nan	19974749473146104769803190272.000	19974749473146104769803190272.000	0.000	0	0	
YPL104W	0.04406	1	nan	28769180400794546340687249408.000	28769180400794546340687249408.000	0.000	0	0	
YGL044C	0.2712	1	nan	65297194841528.125	65297194841528.125	0.000	0	0	
YDR217C	0.00864	1	nan	29962211862609418985521780670722309692175423015235878912.000	29962211862609418985521780670722309692175423015235878912.000	0.000	0	0	
YGL045W	0.02993	1	nan	542508111398406883115008.000	542508111398406883115008.000	0.000	0	0	
YHR190W	1.685	1	nan	23562357289139113984.000	23562357289139113984.000	0.000	0	0	
YML032C	0.1014	1	nan	819975375453397975040.000	819975375453397975040.000	0.000	0	0	
YNL322C	2.944	1	nan	74307092479597.172	74307092479597.172	0.000	0	0	
YKL134C	0.01138	1	nan	1257588347810143216058848407191552.000	1257588347810143216058848407191552.000	0.000	0	0	
